FRA,50.033333,8.570556
HAM
ASJ,28.430833333,129.7125
AMA,-12.994194444,-39.639333333
AZB
IVA,-13.65,48.467
AMY
WAM,-17.7959,48.4434
ABL,67.1066,-157.857
AMQ,-3.710263888,128.089136111
ASV,-2.635833,37.250833
AMV,69.763333333,61.563333333
ADJ,31.9725,35.991388888
AMM,31.7225,35.993333333
ATQ,31.707777777,74.799166666
AMS,52.3081,4.764169444
DYR,64.735,177.741666666
YAA,52.4514,-125.304
AKP,68.1336,-151.743
HVA,-14.6297,47.7638
AAQ,45.002083333,37.347305555
ANC,61.1742,-149.998
AOI,43.616667,13.360278
ANX,69.2925,16.144166666
AZN,40.727777777,72.293888888
AUY,-20.249166666,169.771388888
JHE
ANE,47.560277777,-0.312222222
QXG
AGD,-1.38333333,133.86666667
AQG,30.58222222,117.05027778
YAX,50.294722222,-96.01
AGN,57.50361111,-134.585
ANG,45.729444444,0.219166666
AXA,18.204722,-63.055
ANI,61.581666666,-159.543055555
AWD,-19.234444444,169.600555555
AKA,32.708055555,108.931111111
ESB,40.128055555,32.995
ANK,39.957953,32.6748
JVA,-18.8,45.283333333
AAE,36.822222,7.809444
NCY,45.930833333,6.106388888
ANM,-14.9994,50.3202
AYT,36.900277777,30.792777777
TNR,-18.796388,47.476112
ANU,17.136667,-61.792778
ANF,-23.444477777,-70.4451
WAQ,-18.7,44.617
DIE,-12.351117,49.294292
WAI,-14.9,47.983333
ZAY
ANR
ANV,62.646666666,-160.190555555
AOJ,40.733333333,140.688611111
AOT,45.738333333,7.368611111
APO,7.81117,-76.71341
APW,-13.829722222,-172.008333333
FGI,-13.8492,-171.739
ATW,44.258055555,-88.519166666
AQJ,29.611619444,35.018066666
AJU,-10.98527778,-37.07333333
ARU,-21.14416667,-50.42638889
ARW,46.176666666,21.261944444
ARP
AUX,-15.723888,-51.836388
AAG,-24.104166666,-49.790555555
RAE,30.906588888,41.138216666
AUC,7.068888888,-70.736944444
AMH,6.039722222,37.590277777
ACV,40.977777777,-124.108333333
YAB,73.0064,-85.0472
ARC,68.114722222,-145.579444444
ADU,38.325555555,48.424166666
AQP,-16.341072222,-71.583083333
AGH,56.291112,12.855
GYL,-16.636945,128.451388
ARI,-18.348611,-70.338611
ARH,64.6,40.716666666
AXM,4.4525,-75.766388888
ARM,-30.528055,151.617222
ATC,24.633333,-75.666667
RUA,3.04722222,30.91222222
AUA,12.501388888,-70.015277777
ARK,-3.366666666,36.621944444
YEK,61.093888888,-94.071666666
AJR,65.590277777,19.281944444
AKJ,43.670833333,142.4475
AVL,35.436111111,-82.541666666
ASB,37.986944444,58.360833333
HTS,38.3669,-82.5586
ASM,15.285,38.901667
ASO,10.018333333,34.586111111
ASE,39.223055555,-106.868888888
ATZ,27.046389,31.011944
TSE,51.022222222,71.466944444
ASF,46.283333333,48.006277777
OVD,43.563611111,-6.034722222
ASU
ASW,23.964167,32.819722
AXK,14.5514,46.8261
AHN,33.948611111,-83.326388888
ATH,37.898333333,23.729444444
AIU,-19.967777777,-158.12
AKB,52.220555555,-174.206111111
ATL,33.636666666,-84.428055555
AIY,39.36,-74.4561
ATD,-8.87333,161.011
ATK,70.4672,-157.436
YAT,52.9275,-82.4319
AUQ,-9.768611111,-139.013055555
GUW,47.120278,51.825833
AKL
AGB
AGS,33.1994,-82.0628
AUG,44.320555555,-69.797222222
AKS,-27.666667,27.316667
YPJ,59.296666666,-69.599722222
AUL,8.1455,171.173333333
IXU,19.8645,75.397583
AUR,44.8975,2.416666666
AUU,-13.353888888,141.720833333
AUS,30.194444444,-97.67
AVN,43.906666666,4.901944444
AYW,-1.2,132.5
AYQ,-25.186111111,130.975555555
BXB,-2.55,133.41666667
BCD,10.642467,122.929622
BJZ,38.8925,-6.82
BXD,-7.16666667,139.58333333
BDD,-10.15,142.175
IXB,26.6815,88.328167
YBG,48.3306,-70.9969
BJR,11.608055555,37.321388888
BHV,29.347062,71.711403
BHI,-38.720278,-62.1575
BFQ
BSC,6.20277778,-77.39444444
BAH,26.270833333,50.633611111
BAY,47.65825,23.46622
YBC,49.1325,-68.204444444
VMU,-7.494833333,144.822666666
YBK,64.298888888,-96.077777777
BFL,35.433888888,-119.057777777
GYD,40.4675,50.046666666
BAS,-28.765,116.972
BZI,39.615555,27.932778
BPN,-1.268333333,116.894444444
OPU,-8.051166666,142.940333333
BNK,-28.833778,153.562437
BBA,-45.916388,-71.686945
BWI,39.175278,-76.668333
BXR,29.084169444,58.450041666
ABM,-10.950833,142.459445
BKO,12.537862,-7.94325
BTJ,5.523333333,95.420277777
BND,27.218612,56.377778
TKG,-5.2425,105.178889
BDH,26.531388,54.8275
BWN,4.944166666,114.928333333
BDO
BLR,12.952222,77.664638
BPX,30.553611111,97.108611111
BKK
BGR,44.807222222,-68.828055555
BNX,44.941388888,17.2975
BDJ,-3.442222222,114.7625
BJL,13.337961111,-16.652205555
BMV,12.668055555,108.12
BNP,32.9721,70.524933
BGF,4.397778,18.519723
BSD,25.053333333,99.168333333
BAV,40.559722222,109.996666666
BHB,44.449722222,-68.361666666
BCA,20.365278,-74.506112
BCI,-23.565138,145.306712
BCN
BLA,10.10722222,-64.68916667
BDU,69.055833,18.540278
BRI,41.13818,16.764887
BNS,8.61944444,-70.22083333
BBN,3.736944444,115.469444444
BZL,22.801030555,90.301163888
BAX,53.3633,83.5417
BRM,10.04277778,-69.35861111
BCL,10.766666666,-83.583333333
BRR,57.022778,-7.443056
EJA,7.024444444,-73.806666666
BAQ,10.888569444,-74.781766666
BRA,-12.07916667,-45.00944444
BRW,71.2856,-156.766
BTI,70.133889,-143.581944
BSO,20.450372,121.978695
BSL
ZDH
BUZ,28.949445,50.830278
BIA,42.55,9.484722
BTH,1.120833333,104.118611111
ZBF,47.6297,-65.7389
BRT,-11.7692,130.62
BHS,-33.409445,149.651945
BAL,37.932222222,41.116388888
BLJ,35.751805555,6.30925
BXM,-2.28333333,139.6
BTR,30.532777777,-91.15
BJF,70.600277777,29.692777777
BBM,13.093967,103.2225
BUS,41.610277777,41.599444444
BPF,-8.63,158.0
BAU,-22.343612,-49.053888
MBS,43.532777777,-84.079722222
BYM,20.396388,-76.621388
BYU
XBE,53.9656,-91.0272
BPT,29.950833333,-94.020555555
ZBV
WBQ,66.3622,-147.407
CBH,31.643,-2.18436
BKW,37.7872,-81.1242
BED,42.47,-71.288888888
BEU,-24.346112,139.460278
EIS,18.445737,-64.54123
BEI,9.39194,34.5192
LAQ,32.794167,21.963888
BHY,21.539444444,109.293888888
PEK,40.073333,116.595
BEW,-19.794722,34.899167
BEY,33.821111111,35.488333333
BJA,36.711972222,5.069472222
BLG,2.636111111,113.760555555
BEL,-1.384722222,-48.478888888
BMY,-19.7206,163.661
BFS
BHD
EGO,50.643333333,36.59
BEG
BZE,17.539088,-88.3082
TZA,17.516388888,-88.191666666
ZEL,52.1397,-128.064
QBC,52.3875,-126.596
BLV,38.545277777,-89.835277777
XVV
BLI,48.7925,-122.537
BNY,-11.301666666,159.798055555
PLU,-19.851944444,-43.950555555
CNF,-19.623888888,-43.971388888
BMD,-19.686666666,44.541944444
BJI,47.510833333,-94.934722222
BEB,57.481111111,-7.362777777
BEN,32.0975,20.270833
BKS,-3.861883,102.336739
BEH,42.128611111,-86.426111111
BEJ,2.155277777,117.432222222
BBO,10.383333,44.95
YBV,52.358888888,-97.018055555
BGO,60.293612,5.218055
EGC,44.824445,0.520555
BVG,70.871388888,29.034166666
BER
SXF
TXL
THF
BDA,32.364038,-64.678678
BRN,46.912222,7.499167
ZDJ
BPY,-16.7441,44.484
BET,60.778611111,-161.837222222
ABE,40.652333333,-75.440472222
BTT,66.913888888,-151.529166666
BZR,43.323333333,3.353333333
BDP,26.570555555,88.079444444
BWA,27.505555555,83.416111111
BMO,24.27083333,97.24694444
BHR,27.678055555,84.429444444
BHU,21.75425,72.190583
BHO,23.2875,77.3375
BBI,20.246722,85.818528
BHJ,23.287777777,69.670277777
BIK,-1.19,136.1075
BIQ,43.468333333,-1.523333333
YTL,53.8178,-89.8969
BII,11.5225,165.565
BIO,43.301111,-2.910556
BIL,45.807777777,-108.542777777
BLL,55.740277777,9.151944444
GPT,30.407222222,-89.07
BMU,-8.539722222,118.687222222
BIM,25.7,-79.263333
NSB
BGM,42.208611111,-75.979722222
BTU,3.123611111,113.020277777
NTI
BIR,26.481388888,87.263888888
KBC,66.2739,-145.824
BVI,-25.8975,139.3475
BHM,33.563888888,-86.752222222
BHX
BHH,19.984444444,42.620833333
FRU,43.050278,74.469444
BSK,34.793361111,5.738305555
BIS,46.772777777,-100.745833333
OXB,11.888612,-15.6575
YBI,53.47,-55.7875
BKQ,-24.427777777,145.428611111
BLK,53.771388888,-3.028333333
BLT,-23.603055,148.806945
BQS,50.425,127.413333333
YBX,51.441944444,-57.186111111
BLZ,-15.679797,34.967592
BHE,-41.518333,173.870278
CNF,-19.623888888,-43.971388888
BID,41.168055555,-71.577777777
BFN,-29.093888888,26.303888888
BMI,40.477222222,-88.915833333
BLF,37.2958,-81.2078
BVC,16.137222222,-22.888611111
BOV
BVB,2.841388888,-60.692222222
BOC,9.340833,-82.250833
BOO,67.269167,14.365278
BJV,37.247222,27.681388
BOG,4.701388888,-74.146944444
GIC,-9.233333333,142.216666666
BOI,43.564444444,-116.222777777
BJB,37.489167,57.306388
BUI,-3.71666667,138.65
BWK,43.285833333,16.679722222
BZO,46.460778,11.326472
BOA,-5.854166666,13.063611111
BOM,19.088611111,72.868055555
BON,12.140433,-68.276208
YVB,48.071111111,-65.460277777
BNJ
BOB,-16.443611111,-151.7525
BOD,44.828336111,-0.715555555
HBE,30.917778,29.696389
BMK
BLE,60.421944444,15.515
RNN,55.063267,14.759558
BOX,-16.0681,136.3
BSA,11.275555555,49.15
BOS
XHH
WHH
WBU,40.039444444,-105.225833333
BQL,-22.913333,139.899722
BYA
BOJ,42.570278,27.515278
BRK,-30.039167,145.951667
BOH,50.78,-1.8425
BWG,36.964444444,-86.419722222
BZN,45.7775,-111.151944444
BCQ
BFD,41.803055555,-78.64
BRD,46.402222222,-94.135555555
BMP,19.2975,84.87694444
XPN
YBR,49.91,-99.9522
XFV
BSB,-15.869166666,-47.920833333
BTS,48.17,17.212777777
BTK,56.37,101.698333333
BWE,52.31915,10.5562
BWD,31.793611111,-98.956388888
BZV,-4.255555,15.248333
QKB
BRE
BES,48.447222,-4.421667
BWQ,-29.973333333,146.816666666
BGI,13.074633,-59.492122
BDS,40.660555,17.948055
BNE
BRS
TRI,36.475277777,-82.4075
BVE,45.149722,1.474445
ZDN
BRQ,49.151388888,16.694444444
YBT,57.889444444,-101.679166666
XBR,44.6394,-75.7503
BHQ,-32.001666666,141.471666666
BNN,65.461111111,12.2175
BKX,44.304722222,-96.816944444
RBH
BME,-17.944722222,122.231666666
BRO,25.906944444,-97.425833333
BQK,31.258888888,-81.466388888
BHG
BRU,50.901388888,4.484444444
ZYR
CRL,50.46,4.452778
BGA,7.126388888,-73.184722222
BBU,44.503483,26.103595
OTP
BKC,65.9817,-161.149
BUD,47.439444444,19.261944444
AEP,-34.558888,-58.416388
EZE
BUF,42.940555555,-78.732222222
UUA,54.64,52.801666666
BJM,-3.324019444,29.318519444
BUA,-5.422222222,154.6725
BHK,46.3478,-104.259
BKZ,-1.332222222,31.821111111
BUQ,-20.018333,28.624722
UUA,54.64,52.801666666
IFP,35.1575,-114.559444444
BDB,-24.903888,152.318612
BXZ
BUO,9.516666666,45.566666666
BUR,34.200555555,-118.358611111
LEV,-17.711111111,178.758611111
BFV,15.226667,103.251112
BUC,-17.748611111,139.534444444
BRL,40.783055555,-91.125555555
BTV,44.471944444,-73.153333333
BWT,-40.998888888,145.731111111
YPZ,54.3764,-125.951
PUS,35.179444444,128.938055555
BTM,45.954722222,-112.4975
BXU,8.958587,125.49167
BZG,53.096666666,17.977777777
SJD,23.152078,-109.720745
CFR,49.173333,-0.45
CGY,8.416212,124.611355
CAG,39.251469444,9.054283333
CNS,-16.885833333,145.755277777
CAI,30.121944444,31.405555555
CJA,-7.139166666,-78.489166666
CBQ,4.975833333,8.346944444
CJC,-22.48972222,-68.90361111
CCU,22.654722222,88.446666666
YYC
CLO,3.543055555,-76.381388888
CLY,42.520278,8.793055
CMW,21.420277777,-77.8475
YCB,69.108055555,-105.137222222
CBG,45.5575,-93.2642
